timestamp_sec,amplitude_rms,frequency_centroid_hz
0.0,0.0,0.0
0.1,0.0,0.0
0.2,0.0,0.0
0.3,0.0,0.0
0.4,0.0,0.0
0.5,0.0,0.0
0.6,0.0,0.0
0.7,0.0,0.0
0.8,0.0,0.0
0.9,0.0,0.0
1.0,0.0,0.0
1.1,9.987595e-12,12013.143664413525
1.2,1.3939415e-05,3484.6045385125694
1.3,3.487292e-05,2720.3582882020933
1.4,5.8127494e-05,2485.376596530252
1.5,7.836134e-05,2261.249307775999
1.6,0.00010481508,2293.611058887598
1.7,0.00010895778,2759.452553420236
1.8,0.00012942785,2649.5967802751816
1.9,0.00016660806,2278.1018097188175
2.0,0.00016839438,2577.3270680884802
2.1,0.00020600238,2615.713501071227
2.2,0.00020791378,2591.800144868958
2.3,0.00022970006,2482.553873320591
2.4,0.00023158113,2776.8809295676097
2.5,0.00028075438,2862.447627219518
2.6,0.00030500567,2971.339128604416
2.7,0.00030856964,3016.30217469011
2.8,0.0003276545,3075.424905950009
2.9,0.0004111426,2775.2810594983666
3.0,0.00037358695,2799.558330175026
3.1,0.0003152483,2667.0441324616404
3.2,0.00032597245,2495.321580410342
3.3,0.0003773779,2337.778307200195
3.4,0.0003811439,2336.7326980830385
3.5,0.00035264736,2406.203108413275
3.6,0.0003574662,2480.1174798238444
3.7,0.00036402472,2368.091498700974
3.8,0.00035138472,2434.645314464039
3.9,0.00035232972,2423.0433478251066
4.0,0.00039375006,3145.2537419454975
4.1,0.00037816603,4304.752249509494
4.2,0.00037829895,3250.3786162040583
4.3,0.00059039774,2884.005307953882
4.4,0.0005587205,3242.9987887752573
4.5,0.00056766416,3343.029549657799
4.6,0.00048147878,3084.4014259881587
4.7,0.00035071856,2609.363162832496
4.8,0.0021424135,1693.914670680542
4.9,0.0017302694,1771.8515409385407
5.0,0.0013961844,1926.979740868115
5.1,0.0011199105,1914.813740645127
5.2,0.0008760159,2089.9091642438616
5.3,0.00067051087,2187.9660222954344
5.4,0.0019209218,1549.266693826215
5.5,0.0027114558,1661.3683323687974
5.6,0.0021650535,1749.8872145972368
5.7,0.0018749869,1731.169128366435
5.8,0.0016291398,1924.0322978993704
5.9,0.0012294491,1946.5480897557277
6.0,0.00091265683,2330.7126182492925
6.1,0.000733842,2332.5867405988265
6.2,0.0006039063,2329.650343249308
6.3,0.00053823245,2486.2681724156714
6.4,0.00045473338,2524.26354754278
6.5,0.0004281638,2598.527416107404
6.6,0.0003906163,2475.2102247334974
6.7,0.00038950195,2454.8455086863187
6.8,0.0003662131,2395.1308129970885
6.9,0.00032467602,2621.952947419186
7.0,0.00038709093,2295.1836131438463
7.1,0.00030197395,2760.7401138251307
7.2,0.00030747397,2704.470821740093
7.3,0.0003253059,2722.675453316618
7.4,0.00033780813,2522.068268066085
7.5,0.00042621998,2526.5282927542385
7.6,0.00040755305,2846.708362301605
7.7,0.00032149954,2795.852886335451
7.8,0.00034858362,2643.2085552113913
7.9,0.00035865576,2894.262809333135
8.0,0.0003777799,3361.6313945517886
8.1,0.0008216661,3594.257029390775
8.2,0.000580588,2914.19831466481
8.3,0.0005211447,3495.4318236903964
8.4,0.002271366,2047.14839780479
8.5,0.0010256313,2756.8227069145582
8.6,0.00074698887,2784.933941058387
8.7,0.0005098851,2828.9258938480534
8.8,0.00036767716,2974.957402946558
8.9,0.00048529735,2760.2177829883035
9.0,0.0003631205,2925.2081121260835
9.1,0.00042756004,3519.721037004778
9.2,0.0014456996,8989.861952495778
9.3,0.0003664728,5851.851642376569
9.4,0.0004926635,5398.644581244898
9.5,0.00074777356,5442.689613389975
9.6,0.00082463503,6150.70128951301
9.7,0.0013659847,4648.8676840286025
9.8,0.0016729311,5200.206006247941
9.9,0.0020858508,5132.915040029093
10.0,0.001684502,5522.591108931562
10.1,0.0025081465,4483.844911828977
10.2,0.0021027713,5461.311126122124
10.3,0.0027187304,5038.690739911094
10.4,0.0023974099,4368.069143049814
10.5,0.007216328,4273.99445072729
10.6,0.002864224,4422.667637756191
10.7,0.0013356456,5356.342438255524
10.8,0.00410076,3663.0711231248642
10.9,0.0048219673,3301.7643879432744
11.0,0.003103796,3754.3471362544096
11.1,0.0024287424,3389.14008644318
11.2,0.0017060954,3608.266349690348
11.3,0.000978858,4241.7595318401445
11.4,0.0007292446,3453.1382860714593
11.5,0.0009418911,4096.547701308754
11.6,0.0006325195,4542.393378585636
11.7,0.0004459882,4633.975039848292
11.8,0.00070340844,3241.076914887917
11.9,0.0008107397,2785.3783320234206
12.0,0.0005138307,3435.673531470208
12.1,0.0003605814,4515.035300356922
12.2,0.007292295,2754.578731504381
12.3,0.0073732985,3604.529880765065
12.4,0.0006390765,4209.579491517745
12.5,0.0021278146,6886.58313163017
12.6,0.005552729,3786.8031009974857
12.7,0.0068565723,3126.2987175561316
12.8,0.00069007045,3366.5691136700907
12.9,0.00034942004,3434.9927122110744
13.0,0.00038938297,3213.6488203356857
