timestamp_sec,amplitude_rms,frequency_centroid_hz
0.0,5.013014e-06,1402.4081071972175
0.1,1.7794964e-05,2494.3843641066437
0.2,1.4602088e-05,2339.1285577552544
0.3,0.00015264426,742.2220575122483
0.4,0.00020229882,923.2921244642167
0.5,0.00033748074,626.0908373554659
0.6,0.00032185644,758.8720478494881
0.7,0.0006205478,634.6189499989707
0.8,0.00065376225,500.7010596189581
0.9,0.0007145816,619.6546272966432
1.0,0.00080441067,594.0010863736616
1.1,0.00078904146,539.9673719249813
1.2,0.0009859141,503.78925067614546
1.3,0.0015416235,562.5786727534842
1.4,0.0015094634,528.9978267511195
1.5,0.0015445129,649.4898535724686
1.6,0.0012910074,575.9925325876986
1.7,0.0018518305,540.7429161274256
1.8,0.002130776,463.4647590799094
1.9,0.002089555,451.0768453966563
2.0,0.0025448431,529.3446752427055
2.1,0.0023376404,626.5664988889444
2.2,0.0029142175,726.2745603241606
2.3,0.0039768913,753.9002437364713
2.4,0.0032484662,465.04287782885757
2.5,0.0026154644,489.1930422884392
2.6,0.003289201,509.07868496718794
2.7,0.0038577039,525.2778445592608
2.8,0.004607707,477.09338503390785
2.9,0.004043006,657.0741986264644
3.0,0.004367031,677.3009735885871
3.1,0.0033402988,604.2951146333281
3.2,0.0042187027,524.9852373327661
3.3,0.0036897,699.6812009008607
3.4,0.0042457255,636.8102631253062
3.5,0.00322984,848.3574702123368
3.6,0.004488026,614.7782433038209
3.7,0.003564429,538.3537775576817
3.8,0.0032993606,742.853680279942
3.9,0.002951229,735.4769885145298
4.0,0.0045008752,644.366492840831
4.1,0.003132517,735.9232989710174
4.2,0.0032818203,632.5485209696232
4.3,0.0038388392,562.5948399622158
4.4,0.0041703847,650.3577737168282
4.5,0.004749921,695.1679524349337
4.6,0.0050462084,726.0725758549918
4.7,0.0051068272,696.3225801767697
4.8,0.005181672,539.6642487103418
4.9,0.005954027,536.7843188274737
5.0,0.013642617,9180.72130551855
5.1,0.011118742,4449.942458969239
5.2,0.008474596,3003.4902561652943
5.3,0.014858271,3936.6708871905985
5.4,0.010988763,2633.6071851446586
5.5,0.036438823,3697.8143169174964
5.6,0.027058708,4769.605998516417
5.7,0.020253912,4970.427957105704
5.8,0.008129482,582.1249564280943
5.9,0.006242116,783.9191919865189
6.0,0.006440507,632.7989358881409
6.1,0.0064437897,538.5148441455527
6.2,0.006410604,472.27762211154703
6.3,0.027587574,4930.958131967769
6.4,0.030871212,8491.71490778369
6.5,0.034173403,7099.9066490077985
6.6,0.014533085,3058.366885621658
6.7,0.009185105,3406.2216588759493
6.8,0.008560712,5376.113612619694
6.9,0.02011486,2871.987207545606
7.0,0.015069347,1541.415464629331
7.1,0.019093776,4798.052343040352
7.2,0.010749425,4594.769963501503
7.3,0.024590228,9216.32419408172
7.4,0.010155901,5223.8210149196275
7.5,0.03310954,10179.124626835317
7.6,0.020334512,1798.132778684878
7.7,0.019631647,3731.800036526456
7.8,0.018493773,4007.7427598692657
7.9,0.014406408,3201.1526180571527
8.0,0.019496506,9449.864743110807
8.1,0.009586384,2928.0004214580977
8.2,0.008795726,3500.523934634737
8.3,0.0060137636,3811.83229746135
8.4,0.013114034,2684.1723584659976
8.5,0.007924703,1312.3414566058523
8.6,0.005497576,487.7756378117382
8.7,0.004809439,547.956335656057
8.8,0.0052074124,587.9678515857132
8.9,0.005153269,541.1190041318893
9.0,0.0049824747,764.011977371101
9.1,0.0058111483,429.76533383339535
9.2,0.006072393,390.4279755369053
9.3,0.007118349,416.6382840746139
9.4,0.0066692065,469.77780792179317
9.5,0.0050334334,612.2913158165275
9.6,0.005316236,740.901406250242
9.7,0.0084527,752.4586030069003
9.8,0.007001135,542.3063743133833
9.9,0.0068046683,551.3085681822142
10.0,0.006868214,641.1072563153659
10.1,0.0060671424,626.2854166230136
10.2,0.009089501,513.5490682204622
10.3,0.017827988,5630.71921032788
10.4,0.0146325575,4652.346262400346
10.5,0.0106312325,3829.9338553065654
10.6,0.009582518,7189.820359351175
10.7,0.01762419,4196.273673502315
10.8,0.02072484,3796.105553693222
10.9,0.0089425,7853.602914823592
11.0,0.03632924,3507.2740536302167
11.1,0.02434984,3707.2744608423764
11.2,0.012483473,2042.4282374010536
11.3,0.020024661,4541.562578395514
11.4,0.012374142,4269.978229937688
11.5,0.0072082225,4440.585294265877
11.6,0.00897633,3965.6800792069166
11.7,0.00610893,616.121538349775
11.8,0.008280193,3453.408681013127
11.9,0.009931976,4091.2870998629433
12.0,0.007640877,4177.415706773319
12.1,0.010182954,3980.662146575038
12.2,0.011403921,3953.735859878811
12.3,0.0055750757,488.8357953260854
12.4,0.004021886,581.7194719135728
12.5,0.0048014564,788.3104499903508
12.6,0.0048088543,571.1074556607425
12.7,0.0060163895,3105.525527070842
12.8,0.013735895,4753.90310565517
12.9,0.004885511,931.708544050216
13.0,0.018339144,8174.626487623158
13.1,0.015316322,1932.7601254126207
13.2,0.027852872,2710.7568390434776
13.3,0.01383786,6681.409791832639
13.4,0.01750519,4228.891054239724
13.5,0.01571135,3876.3977562264245
13.6,0.015366138,2090.9846219371957
13.7,0.016590247,4561.504641877993
13.8,0.013993528,4101.165318936218
13.9,0.005758031,458.3970400760355
14.0,0.0071714665,2525.6833574465654
14.1,0.010192461,2368.1394893734323
14.2,0.0056661204,1950.0625078733378
14.3,0.010532134,1914.9528001805302
14.4,0.010008127,2681.313190589291
14.5,0.006866999,4262.534791897462
14.6,0.008622528,8756.564738802224
14.7,0.012642121,2457.2624234614223
14.8,0.0052387547,748.0742513158258
14.9,0.007139102,2195.5224565260864
15.0,0.007864056,2210.8063358137647
15.1,0.014509631,4994.6475345962635
15.2,0.019002806,4335.38621891227
15.3,0.016856583,2932.1595483898373
15.4,0.010975622,2915.4860014034457
15.5,0.014811573,1492.2637802252395
15.6,0.010781959,2109.252559073376
15.7,0.011817942,3270.718733581437
15.8,0.018023912,3144.9834981639133
15.9,0.009237969,4359.5624976929075
16.0,0.0034717594,3880.8974108029743
16.1,0.0046799523,577.1558180449438
16.2,0.0051134787,599.7693164133077
16.3,0.004400467,561.5009036042255
16.4,0.0040187044,805.6840186445875
16.5,0.004834139,702.2989107433383
16.6,0.006242468,527.232514494432
16.7,0.0062583415,453.63040753486666
16.8,0.006731496,489.647972378962
16.9,0.007273979,472.21200422848256
17.0,0.00726592,577.4435855098043
17.1,0.008644285,586.320316721424
17.2,0.0073255436,587.6111407749851
17.3,0.0065053767,418.4135051421385
17.4,0.0075111105,450.51594387327896
17.5,0.0077871424,3012.1766760974147
17.6,0.03613528,4793.619056533097
17.7,0.011188952,6682.389668488529
17.8,0.013011031,4050.5223754306116
17.9,0.014232069,3982.9278574321233
18.0,0.01895559,1714.899095298712
18.1,0.010096729,2616.078016764971
18.2,0.019823028,2827.7592590071536
18.3,0.027264893,3524.6740821403364
18.4,0.008676794,6269.655110863092
18.5,0.008854127,3758.4095739239074
18.6,0.013171104,1263.3529349608627
18.7,0.008454197,1854.2252036824261
18.8,0.012208896,3526.277714949179
18.9,0.016990382,4398.666340882227
19.0,0.0071784607,4475.09134377414
19.1,0.00416322,557.2159180949824
19.2,0.0059301127,512.5139641633544
19.3,0.0048685097,727.1283748611149
19.4,0.006420732,710.0237976106384
19.5,0.0065485174,691.9740129020806
19.6,0.010904634,8374.875230107604
19.7,0.01678659,4360.138498578288
19.8,0.008641816,603.5981102507938
19.9,0.02212121,3570.0677648040732
20.0,0.028338276,1662.0241931034568
20.1,0.028527003,3298.73442950989
20.2,0.010151991,4401.503488062364
20.3,0.00740989,735.9152828188434
20.4,0.027690321,3411.1970487534036
20.5,0.015096174,8395.562528675284
20.6,0.013928289,2530.29288436768
20.7,0.011080044,1214.2233739046787
20.8,0.01637396,3345.040860614291
20.9,0.0076095033,1446.703323731493
21.0,0.011513078,1439.3190265393346
21.1,0.053121287,1941.0139194299904
21.2,0.036731645,2250.2648868798105
21.3,0.035835437,3479.2205181728045
21.4,0.007232135,652.5864125700456
21.5,0.013521,2041.8602549733698
21.6,0.04742134,4081.348062534643
21.7,0.008752178,743.047938603024
21.8,0.026060147,4986.2208160005375
21.9,0.016401274,5254.908847860164
22.0,0.008267936,864.3293364829203
22.1,0.015362592,3976.2389826508434
22.2,0.010560547,3483.280892787682
22.3,0.005953087,3250.5070589814286
22.4,0.010587351,3590.444345401307
22.5,0.011162695,3853.8698156919454
22.6,0.010359145,5523.01321048255
22.7,0.005674692,3141.2549130601747
22.8,0.0059315576,646.2669582499254
22.9,0.0056735002,538.2208571921353
23.0,0.003623572,797.7905128564919
23.1,0.0053840918,508.2967010962192
23.2,0.0051185484,743.6833626352209
23.3,0.0038535332,720.2833206846178
23.4,0.004262087,528.6124990005749
23.5,0.003652418,673.5748959299937
23.6,0.003708151,680.0035510236082
23.7,0.004289638,544.6570293486488
23.8,0.005471529,553.3892000100153
23.9,0.0059871282,491.63050407645324
24.0,0.0075734993,537.2421961468355
24.1,0.0066818935,451.0122912374221
24.2,0.0057078544,490.04769858499844
24.3,0.004869725,599.9717905204496
24.4,0.0061615505,567.551663350681
24.5,0.0065710596,534.3331056440945
24.6,0.007174476,496.4841059257632
24.7,0.007531638,519.6369543026407
24.8,0.0070647113,455.87087379395336
24.9,0.01547895,3306.3511768679223
25.0,0.0076511535,572.192494677556
25.1,0.012304477,3486.9099210605527
25.2,0.011242415,4414.1400424803605
25.3,0.015213468,3107.4358889285395
25.4,0.017502166,2244.7327793278387
25.5,0.011334922,1104.624096658521
25.6,0.0078066583,536.8993470206019
25.7,0.0059233,537.0851664717868
25.8,0.0052402318,564.9488304727537
25.9,0.0054539074,561.3681829199464
26.0,0.005600959,591.7231254011095
26.1,0.006880165,602.5092723465292
26.2,0.0066128187,619.0759572623783
26.3,0.006293644,575.907949471778
26.4,0.005578277,513.4199535877929
26.5,0.006851663,449.7105640600431
26.6,0.007195935,520.7539439611182
26.7,0.005175075,481.90080165465156
26.8,0.0050361743,3864.132226658631
26.9,0.020141518,9202.316569876468
27.0,0.013156116,5044.54436256866
27.1,0.01164249,5678.028335319281
27.2,0.006299423,4353.009467871308
27.3,0.0035639298,959.160185334262
27.4,0.004638636,432.6752542065826
27.5,0.005362093,546.4331434926522
27.6,0.0065050544,418.41756797071866
27.7,0.0064288536,578.0745029173878
27.8,0.0061048344,570.476706515753
27.9,0.008748383,397.87130490757124
28.0,0.009567679,355.31873006162846
28.1,0.0055695,534.1788048462131
28.2,0.022928797,1357.3360205501776
28.3,0.024952665,3988.749789432324
28.4,0.029048286,3069.013643951119
28.5,0.011159795,2985.5091426706285
28.6,0.0044251354,1343.9995287663783
28.7,0.0058103334,572.6738000794525
28.8,0.004860494,578.2967370004264
28.9,0.004309248,559.3877966077289
29.0,0.0045679654,679.717194206924
29.1,0.008018058,727.1916380431269
29.2,0.005165482,949.0643268293292
29.3,0.005223252,826.8368419148903
29.4,0.004311339,528.3591383620366
29.5,0.01550771,4213.9664701255415
29.6,0.007755178,3741.243613240119
29.7,0.003773058,844.2468951080139
29.8,0.0062978854,686.0391474302498
29.9,0.007888178,8340.825192265997
30.0,0.0030420818,939.5751422001506
30.1,0.0024508364,809.0127263883953
30.2,0.0032378295,638.5084983410932
30.3,0.0047597303,543.6680285339114
30.4,0.0038603642,609.7649345310136
30.5,0.0041853227,576.0249137432776
30.6,0.0026648324,894.0040949870164
30.7,0.0034905227,803.0620831150484
30.8,0.005677632,3656.2707910370145
30.9,0.02916039,4197.031951786184
31.0,0.023023611,4142.564570337827
31.1,0.013578491,4864.964608663891
31.2,0.014010077,5549.953101810264
31.3,0.017983858,6259.07013921518
31.4,0.023341205,4878.9972026798105
31.5,0.007848408,2832.731673630351
31.6,0.0064121815,496.32560389965704
31.7,0.006504731,514.6554401573269
31.8,0.006798605,560.6984946608302
31.9,0.0069296146,584.2662344875382
32.0,0.0064867544,524.9979101187174
32.1,0.006805866,517.1777974809356
32.2,0.0068515697,615.9975610091087
32.3,0.0072937836,911.0389151591571
32.4,0.011950746,891.3250967172536
32.5,0.013706219,1015.4489597320526
32.6,0.020403896,916.2862552565742
32.7,0.015113031,1016.1690947482809
32.8,0.019604541,1081.1449291330896
32.9,0.023975743,1055.8596604453269
33.0,0.026749555,913.5161003040608
33.1,0.036415186,799.313824594979
33.2,0.030492734,816.7109033936083
33.3,0.025101973,888.2483453483384
33.4,0.025675973,880.3707547175835
